,ID,tips,convex_hull_area,solidity,perimeter,width,height
0,P1037_16,10,496555.5,0.2676639368610357,10399.885895729065,812,948
0,P1038_16,10,666107.0,0.18919633031930305,11772.854068875313,1028,896
0,P1039_16,11,638717.5,0.22225788396278479,11737.484779715538,900,926
0,P1040_16,11,460938.5,0.2844001965555058,10049.74539232254,948,697
0,P1041_16,10,554027.5,0.2437785127994549,9828.996829390526,960,832
0,P1042_16,11,797643.0,0.28387135598256363,16071.010806202888,967,1101
0,P1043_16,12,662851.5,0.23043622892910404,10521.194875478745,935,1068
0,P1044_16,12,804189.0,0.20700606449478917,16019.528913378716,1028,1008
0,P1045_16,10,455582.0,0.2723878467542616,9790.537359118462,878,758
0,P1046_16,10,485579.5,0.2375038484944278,9242.144017100334,876,797
0,P1047_16,11,863531.5,0.19669114560383727,13120.155829787254,1028,1165
0,P1048_16,9,541654.5,0.2617055706174323,9327.069985032082,740,1055
0,P1049_16,11,667000.5,0.24396083661106702,11873.844363093376,898,903
0,P1050_16,13,672983.5,0.23991227125182119,13848.58342385292,1015,841
0,P1051_16,12,653017.0,0.28555611875341685,9445.849313139915,1028,886
0,P1052_16,13,905750.5,0.23911441395836933,16084.621002435684,1028,1165
0,P1053_16,14,284922.5,0.4588230132755398,14439.501692056656,773,485
0,P1054_16,12,486026.0,0.348324986729105,9514.21419453621,889,768
0,P1055_16,11,587521.5,0.21589167375151377,9539.80801153183,999,821
